registro;nif;nombre;situacion;finalidad;direccion_nombre_via;direccion_municipio_nombre;direccion_provincia_nombre;direccion_isla_nombre;pagina_web;email
76;_U;FUNDACION CULTURAL ATLANTIDA;Sin actividad;CULTURALES;Paseo Paseo de San Antonio, 87;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
338;G76706258;FUNDACIÓN CANARIA PARA LA DIVULGACIÓN DE LA PREVENCIÓN Y SALUD BUCODENTAL FRANCISCO;Trasladada;EDUCATIVAS;Travesía Doña Concha de Armas número 1, bajo, 38450-Garachico, Tenerife;Garachico;Santa Cruz de Tenerife;Tenerife;-;claudiarodrigueztenerife@hotmail.com
392;G10804136;FUNDACIÓN CANARIA PROYECTO COMUNITARIO DE LA ALDEA;Registrada con actividad;CULTURALES;Calle Calle Alfonso XIII, n.º 20, (35470) del Municipio de La Aldea.;San Nicolás de Tolentino;Las Palmas;Gran Canaria;https://fundacionproyectocomunitariolaaldea.org/;fundacionproyectolaaldea@gmail.com
130;_U;FUNDACION CANARIA REGIONAL DEL TAXI;Sin actividad;OTRAS;Calle C/. Luis Correa Medina, nº 19;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
157;212121;"FUNDACION CANARIA  ""CANARIAS 20""";Extinguida;_U;Plaza Dr. Rafael O´Shanahan, nº 1;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
366;G76349273;FUNDACIÓN CANARIA PEQUEÑO VALIENTE;Registrada con actividad;SOCIALES;Calle Calle Bravo Murillo, 29, código postal 35002;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;javier@laboria.es   reyeslopez@pequevaliente.com
361;G76781665;FUNDACIÓN  CANARIA CULTURAL BENÍTEZ;Registrada con actividad;CULTURALES;Calle C/ Bethencourt Alfonso, 32, 38002, Santa Cruz de Tenerife.;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;funcafo18@gmail.com
181;G35669894;"FUNDACIÓN CANARIA ""LIDIA GARCÍA""";Registrada con actividad;CULTURALES;Carretera Carretera del Norte, Km. 4.100;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;www.fundacionlidiagarcia.org;dirección@fundacionlidiagarcia.org        fhms1952@gmail.com
312;G76179654;FUNDACIÓN CANARIA TAMAIMOS;Registrada con actividad;CULTURALES;Calle c/ Carvajal, nº 10, 7º-B, 35004-Las Palmas G.C.;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;https://www.fundaciontamaimos.org/;fundaciontamaimos@gmail.com
355;G76305671;FUNDACIÓN CANARIA PARA EL FOMENTO DE LA ENSEÑANZA BILINGÜE;Registrada con actividad;EDUCATIVAS;Carretera  Crtra/ Del Fondillo, n.º 4, Tafira Baja;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;https://www.icse.es/;emartin@atriumasesores.com
391;G09865866;FUNDACION CANARIA LINKIDS SOLIDARIA;Registrada con actividad;SOCIALES;Calle CALLE DOCTOR JUAN DOMINGUEZ PEREZ,;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;https://www.fundacionlinkids.org/;_U
155;G38653002;"FUNDACIÓN CANARIA ""CENTRO INTERNACIONAL DE AGRICULTURA BIOLÓGICA""";Registrada con actividad;MEDIOAMBIENTALES;Calle Avdenida Marítima, nº 3 (otro domicilio notif. C/ Virgen de la Luz, nº 7 38720  -  SANTA CRUZ DE LA PALMA;Santa Cruz de La Palma;Santa Cruz de Tenerife;La Palma;https://www.fundacionciab.com/;info@fundacionciab.org
415;G19867183;MY PEOPLE FUNDACION CANARIA DOMINGO ALONSO;Registrada con actividad;SOCIALES;Avenida Avenida Pintor Felo Monzón, número 34 bajo, (C. P. 35019 Las Palmas de Gran Canaria).;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
357;G76773431;FUNDACIÓN CANARIA JUANA REYES;Registrada con actividad;SOCIALES;Calle Calle del Perdón, n.º 30-A, portal 5, 3º B. 38006- Santa Cruz de Tenerife.;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;https://juanareyes.org/;abogadaaguilar@gmail.com
182;G35750470;FUNDACIÓN CANARIA DE APOYOS ADEPSI;Registrada con actividad;SOCIALES;Calle C/. Lomo La Plana, 28, Urbanización Siete Palmas;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;https://www.fucadepsi.org/;futucan@adepsi.org    info@futucan.org
149;G38640314;"FUNDACION CANARIA  ""HONORIO SOCAS""";Registrada con actividad;LABORAL;Avenida Avda. Reyes Católicos, nº 23;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;https://gruposocas.com/sobre-nosotros/;administracion@gruposocas.com
275;G38989208;FUNDACIÓN CANARIA EMPRESA MIXTA DE AGUAS DE SANTA CRUZ DE TENERIFE, S.A.;Registrada con actividad;SOCIALES;Calle C/. Comodoro Rolín, nº 4-A;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;https://emmasa.es/;administracion@fcca.es
280;G38965984;MAHAKARUNA, FUNDACIÓN CANARIA;Registrada con actividad;EDUCATIVAS;Calle Lomada Grande, nº 35;Garafía;Santa Cruz de Tenerife;La Palma;https://mahakaruna.es/index.php/es/inicio-sobre-nosotros;rosaura@lacontaduria.net
23;_U;FUNDACION MUSEO DE TRANSPORTES Y COMUNICACIONES DE CANARIAS;Sin actividad;INVESTIGACIÓN;Avenida Avda. de la Feria, s/n.;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
136;G35622059;"FUNDACIÓN CANARIA CULTURAL AMIGOS CASCOS HISTÓRICOS DE CANARIAS  ""FUNHASCA""";Registrada con actividad;OTRAS;Calle C/. León y Castillo, nº 49 - 1º P;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;publicaciones@fundccanarias.com
294;G76548643;HONNOR-CALZADILLA FUNDACIÓN CANARIA;Registrada con actividad;EDUCATIVAS;Calle c/ San Lucas, 68,1º, Santa Cruz de Tenerife.;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;fundacionhonnorcalzadilla@gmail.com
341;G76719392;FUNDACIÓN CANARIA CANTERA BASE 1939 CANARIAS;Registrada con actividad;FOMENTO DEL DEPORTE;Camino Pabellón Santiago Matín”  Camino Las Mercedes, s/n,;San Cristóbal de La Laguna;Santa Cruz de Tenerife;Tenerife;-;secretaria@cbcanarias.es
417;G21927876;FUNDACIÓN CANARIA INSTITUTO20GRADOS;Registrada con actividad;_U;Calle Ingeniero Bosch Sintes, 6,  planta 1ª;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
79;G35451426;FUNDACION GRAN CANARIA SIGLO XXI;Sin actividad;CULTURALES;Paseo Paseo de Chil, nº 305 - 1º E;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;_U
63;_U;FUNDACION INSULAR PARA LA FORMACION Y EMPLEO;Sin actividad;LABORAL;Calle C/ Vargas, nº 4;Arrecife;Las Palmas;Lanzarote;-;_U
273;G38963831;FUNDACION CANARIA ACCION SOCIAL LA PALMA;Sin actividad;SOCIALES;Plaza de España nº 6 Edificio  del Ayuntamiento de Santa Cruz de La Palma;Santa Cruz de La Palma;Santa Cruz de Tenerife;La Palma;-;_U
169;G38651121;Fundación Canaria Comunidad Empresarial Portuaria de los Puertos de la Provincia de Santa Cruz de Tenerife FUNCEPT”;En trámites de extinción;INVESTIGACIÓN;Calle C/ Doctor Allart nº 16 piso 2º;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;info@transteco.org pedro.gonzalez@gaph.net
189;G353535;"FUNDACION CANARIA EDUCATIVA  ""SIGLO XXI""";Sin actividad;EDUCATIVAS;Calle C/. Libra, nº 6;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;https://www.facebook.com/fundacioncanariasiglo21?locale=es_ES;_U
128;G38842027;"FUNDACIÓN CANARIA ""PATRONATO NAVA DE ESCUELAS CATÓLICAS DE LA LAGUNA""";Registrada con actividad;EDUCATIVAS;Calle C/Obispo Rey Redondo, nº 7 (Casa Mesa) 38201-	LA LAGUNA  (TENERIFE);San Cristóbal de La Laguna;Santa Cruz de Tenerife;Tenerife;-;patronatonava@gmail.com
271;G38975819;"FUNDACIÓN CANARIA ""CANDELARIA SOLIDARIA (CANDESOL)";Registrada con actividad;SOCIALES;Avenida Avda. de la Constitución, nº 7;Candelaria;Santa Cruz de Tenerife;Tenerife;www.candelariasolidaria.es;fundacion@candelariasolidaria.es
74;_U;FUNDACION CANARIA DE TRANSPLANTES;Sin actividad;BENÉFICAS;Calle C/ Alvarez de Lugo, nº 9-1º;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;-;_U
250;G35914159;FUNDACIÓN CANARIA PARQUE NATURAL DE TAMADABA (sin actividad);Sin actividad;MEDIOAMBIENTALES;Camino de la Silla;Artenara;Las Palmas;Gran Canaria;-;_U
317;G76641901;FUNDACION CANARIA PEDRO RODRÍGUEZ LEDESMA;Registrada con actividad;FOMENTO DEL DEPORTE;Calle Residencial Habital del Duque, nº 27;Adeje;Santa Cruz de Tenerife;Tenerife;-;administracion@fundacioncanariaprl.com
384;G67730564;FUNDACIÓN CANARIA ALDIS PARA PREVENIR Y SANAR ENFERMEDADES INFANTILES;Registrada con actividad;BENÉFICAS;Avenida Avenida Príncipes de España, Grupo 148 Viviendas, bloque B, locales 29 y 30;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;https://www.aldisong.es/quienes-somos/;_U
4;G38066122;FUNDACION CANARIA DOCTOR BARAJAS PARA LA INVESTIGACION Y PREVENCION DE LA SORDERA;Registrada con actividad;INVESTIGACIÓN;Calle C/ Pérez de Rozas, 8.;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;https://www.fundacionbarajas.es/;info@fundacionbarajas.es
148;G35631472;"FUNDACION CANARIA AMIGOS DEL CENTRO TEOLOGICO DE LAS PALMAS  ""FUCACET""";Registrada con actividad;CULTURALES;Campus Universitario de Tafira, Antiguo Seminario, Pabellón C.Dirección Postal: Tafira Alta, Apdo. 7535017  -  Las Palmas de Gran Canaria;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;info@istic.es
140;G35599364;"FUNDACIÓN CANARIA ""Naranjo Galván""";Registrada con actividad;SOCIALES;Calle C/. General Vives, nº 1, 2º, Oficina L.;Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;- www.naranjogalvanfundacion.org;fundacion@naranjogalvan.org
240;_U;FUNDACION CANARIA SUR, FC-SUR;Sin actividad;SOCIALES;Avenida Avda. de Canarias, nº 294;Santa Lucía;Las Palmas;Gran Canaria;-;_U
228;G35881716;FUNDACIÓN CANARIA PLAYAS DE JANDIA-FUERTEVENTURA;Sin actividad;EDUCATIVAS;"Avenida Avda. Jahn Reisen, nº 6, Urbanización ""Cañada del Rio""";Pájara;Las Palmas;Fuerteventura;-;_U
95;_U;"FUNDACION CANARIA   ""BENITO PEREZ GALDOS""";Sin actividad;SOCIALES;Calle C/. León y Castillo, nº 227  (Hotel Santa Catalina);Las Palmas de Gran Canaria;Las Palmas;Gran Canaria;-;presican@idecnet.com
116;G38528220;FUNDACIÓN CANARIA PARA EL FOMENTO DEL TRABAJO  (FUNCATRA);Registrada con actividad;LABORAL;Avenida Avda. de Anaga, nº 7, planta 2ª (Edificio Bahía) (C/Cebrian 3 4ªPlanta 35003Las Palmas de GC;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Tenerife;www.funcatra.es;SeBi García. EGARGAR@FUNCATRA.ES    Noelia Miranda del Rosario  nmirros@funcatra.es
89;G38428231;"FUNDACIÓN ""VIRGEN DE LOS REYES""";Registrada con actividad;CULTURALES;Calle GRAL RODRÍGUEZ ESPINOSA, 2;Frontera;Santa Cruz de Tenerife;El Hierro;-;jmanuel1993@hotmail.com
